3U98,BJA,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCCN/C(=N/[H])/N)NS(=O)(=O)Cc3ccccc3)\N
3U9A,S33,COc1ccc(cc1Cl)S(=O)(=O)N[C@@H](CC(=O)NCc2ccc(cc2)C#N)C(=O)N3CCC[C@H]3C(=O)NCc4cc(ccc4CN)Cl
3UTU,1TS,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)NCc3ccc(cc3)C#N)NS(=O)(=O)c4ccc(c(c4)Cl)OC)\N
3UWJ,TIF,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NS(=O)(=O)Cc3ccccc3)\N
4AX9,N5N,[H]/N=C(/N)\N1CCC[C@H](C1)CNC(=O)C[C@@H](C(=O)N(CC(=O)O)C2CC2)NS(=O)(=O)c3ccc4ccccc4c3
4BAK,M67,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCN2C(=O)[C@@H](C3CCCCC3)NCC(=O)NCCC)\N
4BAM,MM9,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCN2C(=O)[C@@H](C3CCCCC3)NCC(=O)N(C)C)\N
4BAN,M6S,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCN2C(=O)[C@@H](C3CCCCC3)NCC(=O)NC)\N
4BAO,MVF,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCN2C(=O)[C@@H](C3CCCCC3)NCC(=O)N)\N
4BAQ,M4Z,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCN2C(=O)[C@@H](C3CCCCC3)NCC(=O)NCC)\N
4E7R,0NW,[H]/N=C(\c1cccc(c1)C[C@@H](C(=O)N2CCC(CC2)CCN)NS(=O)(=O)c3cccc(c3)c4ccc(cc4Cl)Cl)/N
4HFP,15U,[H]/N=C(\N)/NCCC[C@@H](C(=O)N1CC[C@H](C[C@@H]1C(=O)O)C)NS(=O)(=O)c2cccc3c2NC[C@H](C3)C
4LOY,6XS,CN1CCN(CC1)C(=O)[C@H](CNC(=O)c2ccc(s2)Cl)NS(=O)(=O)c3cc(cc(c3Cl)N4CCCCC4=O)F
4LXB,7R9,CN(C)[C@H]1CCN(C1)C(=O)[C@H](CNC(=O)c2ccc(s2)Cl)NS(=O)(=O)c3cccc(c3OC(F)F)N4CCCCC4=O
4LZ1,3DR,C1CO[C@@H]([C@H]1O)COP(=O)(O)O
4RKO,MES,C1COCC[NH+]1CCS(=O)(=O)[O-]
4THN,CHG,C1CCC(CC1)[C@@H](C(=O)O)N
4THN,DGL,C(CC(=O)O)[C@H](C(=O)O)N
4THN,HMF,c1ccc(cc1)CC[C@H](C(=O)O)N
4THN,NAL,c1ccc2cc(ccc2c1)C[C@@H](C(=O)O)N
4UD9,FQI,c1cc(sc1C(=O)N)Cl
4UDW,N6L,c1ccc(cc1)C[C@H](C(=O)N2CCC[C@H]2C(=O)NCc3cc(ccc3Cl)Cl)N
4UE7,MRZ,[H]/N=C(\N)/N1CCCCC1
4UFD,S49,[H]/N=C(/c1ccc(cc1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)NS(=O)(=O)Cc4ccccc4)\N
4UFE,3ZD,[H]/N=C(\c1ccc(cc1)CNC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)Cc3ccccc3)/N
4UFF,6V2,[H]/N=C(\c1ccc(cc1)CNC(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)Cc3ccccc3)/N
4UFG,D6J,CC[C@@H](C(=O)NCc1ccc(cc1)C(=N)N)N(C)C(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)Cc3ccccc3
4YES,45S,Cc1ccc([nH]1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(ccc3CN)Cl
5A2M,WX5,[H]/N=C(\N)/NCCC[C@H](C(=O)N1CCC[C@H]1C(=O)NCc2cc(ccc2CO)Cl)NS(=O)(=O)Cc3ccccc3
5AF9,SJR,COc1ccc(cc1)C(=O)Nc2ccccn2
5AFY,WCE,c1cc(cc(c1)Cl)C(=O)N
5AFZ,UET,c1ccc(cc1)C[C@H](C(=O)NCC(=O)NCc2ccc(cc2)C(=N)N)NS(=O)(=O)Cc3ccccc3
5AHG,Y4L,CN(C)S(=O)(=O)Nc1ccc(cc1)Cl
5DO4,ADS,c1nc(c2c(n1)n(cn2)[C@H]3C([C@@H]([C@H](O3)COP(=O)(S)S)O)O)N
5DO4,CFZ,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)F
5DO4,UMS,C[Se][C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O
5E8E,CIT,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
5E8E,GAL,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
5E8E,PCA,C1CC(=O)N[C@@H]1C(=O)O
5E8E,SIA,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O
5EDM,CGU,C(C(C(=O)O)C(=O)O)[C@@H](C(=O)O)N
5JZY,6OV,[H]/N=C(\c1ccc(cc1)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC3CCCCC3)N)/N
5LCE,6TH,c1cc(c(cc1Cl)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC3CCCCC3)N)CO
5LPD,71U,c1cc(c(cc1Cl)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC3CCCCC3)N)CN
6EO6,77Y,c1ccc2c(c1)c(c[nH]2)CC(=O)NC/C=C/C3=CN(C(=O)NC3=O)[C@H]4C[C@@H]([C@H](O4)COP(=O)(O)O)O
6EO7,8DT,CC(=O)NC/C=C/C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O
6EO8,2FN,CC(C)N1CCC(CC1)C(=O)Nc2c(cccc2OCc3cc(on3)c4ccc(s4)Cl)OCCCO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O
6EO9,2OJ,CC(C)N1CCC(CC1)C(=O)Nc2c(cccc2OCc3cc(on3)c4ccc(s4)Cl)OCCCO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
7KME,0BN,[H]/N=C(\c1ccc(cc1)C[C@@H](C(=O)O)N)/N
7KME,PRR,C[n+]1cccc(c1)C[C@@H](C(=O)O)N
8KME,MLY,CN(C)CCCC[C@@H](C(=O)O)N
