,scores,pdb,median,tractability
36,11.98799991607666,Mpro,13.109999656677246,unknown
37,11.98799991607666,Mpro,13.109999656677246,unknown
38,11.670000076293945,Mpro,13.109999656677246,unknown
39,11.588000297546387,Mpro,13.109999656677246,unknown
40,11.718999862670898,Mpro,13.109999656677246,unknown
41,11.98799991607666,Mpro,13.109999656677246,unknown
42,11.98799991607666,Mpro,13.109999656677246,unknown
43,11.98799991607666,Mpro,13.109999656677246,unknown
44,11.670000076293945,Mpro,13.109999656677246,unknown
45,11.57800006866455,Mpro,13.109999656677246,unknown
46,11.718999862670898,Mpro,13.109999656677246,unknown
47,11.98799991607666,Mpro,13.109999656677246,unknown
48,11.98799991607666,Mpro,13.109999656677246,unknown
49,11.98799991607666,Mpro,13.109999656677246,unknown
50,13.803000450134277,Mpro,13.109999656677246,unknown
51,13.803000450134277,Mpro,13.109999656677246,unknown
52,13.803000450134277,Mpro,13.109999656677246,unknown
53,13.803000450134277,Mpro,13.109999656677246,unknown
54,13.803000450134277,Mpro,13.109999656677246,unknown
55,13.803000450134277,Mpro,13.109999656677246,unknown
56,12.21399974822998,Mpro,13.109999656677246,unknown
57,12.21399974822998,Mpro,13.109999656677246,unknown
58,12.17199993133545,Mpro,13.109999656677246,unknown
59,12.17199993133545,Mpro,13.109999656677246,unknown
60,11.996000289916992,Mpro,13.109999656677246,unknown
61,13.803000450134277,Mpro,13.109999656677246,unknown
62,13.803000450134277,Mpro,13.109999656677246,unknown
63,13.803000450134277,Mpro,13.109999656677246,unknown
64,12.21399974822998,Mpro,13.109999656677246,unknown
65,12.253000259399414,Mpro,13.109999656677246,unknown
66,12.253000259399414,Mpro,13.109999656677246,unknown
67,12.253000259399414,Mpro,13.109999656677246,unknown
68,11.996000289916992,Mpro,13.109999656677246,unknown
69,11.79800033569336,Mpro,13.109999656677246,unknown
70,12.21399974822998,Mpro,13.109999656677246,unknown
71,12.21399974822998,Mpro,13.109999656677246,unknown
72,12.253000259399414,Mpro,13.109999656677246,unknown
73,12.253000259399414,Mpro,13.109999656677246,unknown
74,12.253000259399414,Mpro,13.109999656677246,unknown
75,11.996000289916992,Mpro,13.109999656677246,unknown
76,12.119999885559082,Mpro,13.109999656677246,unknown
77,12.253000259399414,Mpro,13.109999656677246,unknown
78,12.253000259399414,Mpro,13.109999656677246,unknown
79,12.253000259399414,Mpro,13.109999656677246,unknown
80,11.91100025177002,Mpro,13.109999656677246,unknown
81,11.640999794006348,Mpro,13.109999656677246,unknown
82,12.121999740600586,Mpro,13.109999656677246,unknown
83,12.121999740600586,Mpro,13.109999656677246,unknown
84,12.121999740600586,Mpro,13.109999656677246,unknown
85,12.020000457763672,Mpro,13.109999656677246,unknown
86,12.67300033569336,Mpro,13.109999656677246,unknown
87,12.67300033569336,Mpro,13.109999656677246,unknown
88,12.67300033569336,Mpro,13.109999656677246,unknown
89,12.121999740600586,Mpro,13.109999656677246,unknown
90,12.329999923706055,Mpro,13.109999656677246,unknown
91,13.178000450134277,Mpro,13.109999656677246,unknown
92,13.621999740600586,Mpro,13.109999656677246,unknown
93,13.621999740600586,Mpro,13.109999656677246,unknown
94,13.621999740600586,Mpro,13.109999656677246,unknown
95,12.67300033569336,Mpro,13.109999656677246,unknown
96,12.121999740600586,Mpro,13.109999656677246,unknown
97,12.329999923706055,Mpro,13.109999656677246,unknown
98,13.178000450134277,Mpro,13.109999656677246,unknown
99,13.621999740600586,Mpro,13.109999656677246,unknown
100,13.621999740600586,Mpro,13.109999656677246,unknown
101,13.621999740600586,Mpro,13.109999656677246,unknown
102,12.67300033569336,Mpro,13.109999656677246,unknown
103,12.03499984741211,Mpro,13.109999656677246,unknown
104,12.329999923706055,Mpro,13.109999656677246,unknown
105,13.178000450134277,Mpro,13.109999656677246,unknown
106,13.621999740600586,Mpro,13.109999656677246,unknown
107,13.621999740600586,Mpro,13.109999656677246,unknown
108,13.621999740600586,Mpro,13.109999656677246,unknown
109,12.579999923706055,Mpro,13.109999656677246,unknown
110,11.718999862670898,Mpro,13.109999656677246,unknown
111,12.28499984741211,Mpro,13.109999656677246,unknown
112,12.28499984741211,Mpro,13.109999656677246,unknown
113,12.28499984741211,Mpro,13.109999656677246,unknown
114,12.109000205993652,Mpro,13.109999656677246,unknown
115,11.902999877929688,Mpro,13.109999656677246,unknown
116,12.21399974822998,Mpro,13.109999656677246,unknown
117,12.21399974822998,Mpro,13.109999656677246,unknown
118,12.21399974822998,Mpro,13.109999656677246,unknown
119,12.17199993133545,Mpro,13.109999656677246,unknown
120,12.17199993133545,Mpro,13.109999656677246,unknown
121,11.996000289916992,Mpro,13.109999656677246,unknown
122,11.83899974822998,Mpro,13.109999656677246,unknown
123,12.300000190734863,Mpro,13.109999656677246,unknown
124,12.300000190734863,Mpro,13.109999656677246,unknown
125,12.300000190734863,Mpro,13.109999656677246,unknown
126,12.260000228881836,Mpro,13.109999656677246,unknown
127,12.414999961853027,Mpro,13.109999656677246,unknown
128,12.414999961853027,Mpro,13.109999656677246,unknown
129,12.414999961853027,Mpro,13.109999656677246,unknown
130,12.255999565124512,Mpro,13.109999656677246,unknown
131,12.300000190734863,Mpro,13.109999656677246,unknown
132,12.300000190734863,Mpro,13.109999656677246,unknown
133,12.300000190734863,Mpro,13.109999656677246,unknown
134,12.260000228881836,Mpro,13.109999656677246,unknown
135,12.414999961853027,Mpro,13.109999656677246,unknown
136,12.414999961853027,Mpro,13.109999656677246,unknown
137,12.414999961853027,Mpro,13.109999656677246,unknown
138,12.255999565124512,Mpro,13.109999656677246,unknown
139,12.300000190734863,Mpro,13.109999656677246,unknown
140,12.300000190734863,Mpro,13.109999656677246,unknown
141,12.300000190734863,Mpro,13.109999656677246,unknown
142,12.260000228881836,Mpro,13.109999656677246,unknown
143,12.414999961853027,Mpro,13.109999656677246,unknown
144,12.414999961853027,Mpro,13.109999656677246,unknown
145,12.414999961853027,Mpro,13.109999656677246,unknown
146,12.255999565124512,Mpro,13.109999656677246,unknown
147,12.555999755859375,Mpro,13.109999656677246,unknown
148,12.555999755859375,Mpro,13.109999656677246,unknown
149,12.555999755859375,Mpro,13.109999656677246,unknown
150,12.23799991607666,Mpro,13.109999656677246,unknown
151,11.505999565124512,Mpro,13.109999656677246,unknown
152,11.505999565124512,Mpro,13.109999656677246,unknown
153,11.76200008392334,Mpro,13.109999656677246,unknown
154,12.607999801635742,Mpro,13.109999656677246,unknown
155,12.607999801635742,Mpro,13.109999656677246,unknown
156,12.607999801635742,Mpro,13.109999656677246,unknown
157,12.23799991607666,Mpro,13.109999656677246,unknown
158,11.505999565124512,Mpro,13.109999656677246,unknown
159,12.368000030517578,Mpro,13.109999656677246,unknown
160,12.744999885559082,Mpro,13.109999656677246,unknown
161,12.744999885559082,Mpro,13.109999656677246,unknown
162,12.744999885559082,Mpro,13.109999656677246,unknown
163,12.607999801635742,Mpro,13.109999656677246,unknown
164,12.23799991607666,Mpro,13.109999656677246,unknown
165,11.505999565124512,Mpro,13.109999656677246,unknown
166,12.368000030517578,Mpro,13.109999656677246,unknown
167,12.744999885559082,Mpro,13.109999656677246,unknown
168,12.744999885559082,Mpro,13.109999656677246,unknown
169,12.744999885559082,Mpro,13.109999656677246,unknown
170,12.607999801635742,Mpro,13.109999656677246,unknown
171,12.571999549865723,Mpro,13.109999656677246,unknown
172,12.571999549865723,Mpro,13.109999656677246,unknown
173,12.571999549865723,Mpro,13.109999656677246,unknown
174,12.368000030517578,Mpro,13.109999656677246,unknown
175,12.744999885559082,Mpro,13.109999656677246,unknown
176,12.744999885559082,Mpro,13.109999656677246,unknown
177,12.744999885559082,Mpro,13.109999656677246,unknown
178,12.571999549865723,Mpro,13.109999656677246,unknown
179,12.571999549865723,Mpro,13.109999656677246,unknown
180,12.571999549865723,Mpro,13.109999656677246,unknown
181,12.571999549865723,Mpro,13.109999656677246,unknown
182,12.571999549865723,Mpro,13.109999656677246,unknown
183,12.571999549865723,Mpro,13.109999656677246,unknown
184,12.118000030517578,Mpro,13.109999656677246,unknown
185,12.118000030517578,Mpro,13.109999656677246,unknown
186,12.118000030517578,Mpro,13.109999656677246,unknown
187,12.118000030517578,Mpro,13.109999656677246,unknown
188,12.118000030517578,Mpro,13.109999656677246,unknown
189,12.118000030517578,Mpro,13.109999656677246,unknown
190,11.744999885559082,Mpro,13.109999656677246,unknown
191,12.118000030517578,Mpro,13.109999656677246,unknown
192,12.118000030517578,Mpro,13.109999656677246,unknown
193,12.118000030517578,Mpro,13.109999656677246,unknown
194,11.744999885559082,Mpro,13.109999656677246,unknown
195,12.07699966430664,Mpro,13.109999656677246,unknown
196,12.07699966430664,Mpro,13.109999656677246,unknown
197,12.07699966430664,Mpro,13.109999656677246,unknown
198,11.744999885559082,Mpro,13.109999656677246,unknown
199,11.744999885559082,Mpro,13.109999656677246,unknown
200,11.744999885559082,Mpro,13.109999656677246,unknown
201,12.052000045776367,Mpro,13.109999656677246,unknown
202,12.772000312805176,Mpro,13.109999656677246,unknown
203,12.772000312805176,Mpro,13.109999656677246,unknown
204,12.772000312805176,Mpro,13.109999656677246,unknown
205,12.685999870300293,Mpro,13.109999656677246,unknown
206,11.84000015258789,Mpro,13.109999656677246,unknown
207,11.84000015258789,Mpro,13.109999656677246,unknown
208,11.84000015258789,Mpro,13.109999656677246,unknown
209,11.932000160217285,Mpro,13.109999656677246,unknown
210,11.932000160217285,Mpro,13.109999656677246,unknown
211,11.932000160217285,Mpro,13.109999656677246,unknown
212,12.461999893188477,Mpro,13.109999656677246,unknown
213,12.666999816894531,Mpro,13.109999656677246,unknown
214,12.98900032043457,Mpro,13.109999656677246,unknown
215,12.98900032043457,Mpro,13.109999656677246,unknown
216,12.98900032043457,Mpro,13.109999656677246,unknown
217,12.685999870300293,Mpro,13.109999656677246,unknown
218,11.84000015258789,Mpro,13.109999656677246,unknown
219,11.84000015258789,Mpro,13.109999656677246,unknown
220,11.84000015258789,Mpro,13.109999656677246,unknown
221,11.932000160217285,Mpro,13.109999656677246,unknown
222,11.932000160217285,Mpro,13.109999656677246,unknown
223,11.932000160217285,Mpro,13.109999656677246,unknown
224,12.404000282287598,Mpro,13.109999656677246,unknown
225,13.178000450134277,Mpro,13.109999656677246,unknown
226,13.621999740600586,Mpro,13.109999656677246,unknown
227,13.621999740600586,Mpro,13.109999656677246,unknown
228,13.621999740600586,Mpro,13.109999656677246,unknown
229,12.98900032043457,Mpro,13.109999656677246,unknown
230,12.685999870300293,Mpro,13.109999656677246,unknown
231,11.84000015258789,Mpro,13.109999656677246,unknown
232,11.84000015258789,Mpro,13.109999656677246,unknown
233,11.84000015258789,Mpro,13.109999656677246,unknown
234,11.932000160217285,Mpro,13.109999656677246,unknown
235,11.932000160217285,Mpro,13.109999656677246,unknown
236,11.932000160217285,Mpro,13.109999656677246,unknown
237,12.404000282287598,Mpro,13.109999656677246,unknown
238,13.178000450134277,Mpro,13.109999656677246,unknown
239,13.621999740600586,Mpro,13.109999656677246,unknown
240,13.621999740600586,Mpro,13.109999656677246,unknown
241,13.621999740600586,Mpro,13.109999656677246,unknown
242,12.98900032043457,Mpro,13.109999656677246,unknown
243,12.03499984741211,Mpro,13.109999656677246,unknown
244,12.404000282287598,Mpro,13.109999656677246,unknown
245,13.178000450134277,Mpro,13.109999656677246,unknown
246,13.621999740600586,Mpro,13.109999656677246,unknown
247,13.621999740600586,Mpro,13.109999656677246,unknown
248,13.621999740600586,Mpro,13.109999656677246,unknown
249,12.579999923706055,Mpro,13.109999656677246,unknown
250,11.718999862670898,Mpro,13.109999656677246,unknown
251,12.28499984741211,Mpro,13.109999656677246,unknown
252,12.28499984741211,Mpro,13.109999656677246,unknown
253,12.28499984741211,Mpro,13.109999656677246,unknown
254,12.109000205993652,Mpro,13.109999656677246,unknown
255,11.682999610900879,Mpro,13.109999656677246,unknown
256,12.116999626159668,Mpro,13.109999656677246,unknown
257,12.116999626159668,Mpro,13.109999656677246,unknown
258,12.116999626159668,Mpro,13.109999656677246,unknown
259,12.449000358581543,Mpro,13.109999656677246,unknown
260,13.175000190734863,Mpro,13.109999656677246,unknown
261,13.175000190734863,Mpro,13.109999656677246,unknown
262,13.175000190734863,Mpro,13.109999656677246,unknown
263,11.935999870300293,Mpro,13.109999656677246,unknown
264,11.935999870300293,Mpro,13.109999656677246,unknown
265,12.21399974822998,Mpro,13.109999656677246,unknown
266,12.21399974822998,Mpro,13.109999656677246,unknown
267,12.21399974822998,Mpro,13.109999656677246,unknown
268,12.17199993133545,Mpro,13.109999656677246,unknown
269,12.17199993133545,Mpro,13.109999656677246,unknown
270,11.996000289916992,Mpro,13.109999656677246,unknown
271,12.449000358581543,Mpro,13.109999656677246,unknown
272,13.175000190734863,Mpro,13.109999656677246,unknown
273,13.175000190734863,Mpro,13.109999656677246,unknown
274,13.175000190734863,Mpro,13.109999656677246,unknown
275,12.390999794006348,Mpro,13.109999656677246,unknown
276,12.390999794006348,Mpro,13.109999656677246,unknown
277,12.390999794006348,Mpro,13.109999656677246,unknown
278,12.300000190734863,Mpro,13.109999656677246,unknown
279,12.260000228881836,Mpro,13.109999656677246,unknown
280,12.414999961853027,Mpro,13.109999656677246,unknown
281,12.414999961853027,Mpro,13.109999656677246,unknown
282,12.414999961853027,Mpro,13.109999656677246,unknown
283,12.449000358581543,Mpro,13.109999656677246,unknown
284,13.175000190734863,Mpro,13.109999656677246,unknown
285,13.175000190734863,Mpro,13.109999656677246,unknown
286,13.175000190734863,Mpro,13.109999656677246,unknown
287,12.390999794006348,Mpro,13.109999656677246,unknown
288,12.390999794006348,Mpro,13.109999656677246,unknown
289,12.390999794006348,Mpro,13.109999656677246,unknown
290,12.300000190734863,Mpro,13.109999656677246,unknown
291,12.260000228881836,Mpro,13.109999656677246,unknown
292,12.414999961853027,Mpro,13.109999656677246,unknown
293,12.414999961853027,Mpro,13.109999656677246,unknown
294,12.414999961853027,Mpro,13.109999656677246,unknown
295,12.255999565124512,Mpro,13.109999656677246,unknown
296,11.770999908447266,Mpro,13.109999656677246,unknown
297,11.593999862670898,Mpro,13.109999656677246,unknown
298,11.593999862670898,Mpro,13.109999656677246,unknown
299,11.593999862670898,Mpro,13.109999656677246,unknown
300,12.390999794006348,Mpro,13.109999656677246,unknown
301,12.390999794006348,Mpro,13.109999656677246,unknown
302,12.390999794006348,Mpro,13.109999656677246,unknown
303,12.300000190734863,Mpro,13.109999656677246,unknown
304,12.260000228881836,Mpro,13.109999656677246,unknown
305,12.414999961853027,Mpro,13.109999656677246,unknown
306,12.414999961853027,Mpro,13.109999656677246,unknown
307,12.414999961853027,Mpro,13.109999656677246,unknown
308,12.255999565124512,Mpro,13.109999656677246,unknown
309,11.770999908447266,Mpro,13.109999656677246,unknown
310,11.956999778747559,Mpro,13.109999656677246,unknown
311,11.956999778747559,Mpro,13.109999656677246,unknown
312,11.956999778747559,Mpro,13.109999656677246,unknown
313,12.64799976348877,Mpro,13.109999656677246,unknown
314,12.64799976348877,Mpro,13.109999656677246,unknown
315,12.64799976348877,Mpro,13.109999656677246,unknown
316,12.555999755859375,Mpro,13.109999656677246,unknown
317,12.23799991607666,Mpro,13.109999656677246,unknown
318,11.505999565124512,Mpro,13.109999656677246,unknown
319,11.505999565124512,Mpro,13.109999656677246,unknown
320,13.739999771118164,Mpro,13.109999656677246,unknown
321,13.739999771118164,Mpro,13.109999656677246,unknown
322,13.739999771118164,Mpro,13.109999656677246,unknown
323,12.607999801635742,Mpro,13.109999656677246,unknown
324,12.23799991607666,Mpro,13.109999656677246,unknown
325,11.505999565124512,Mpro,13.109999656677246,unknown
326,12.368000030517578,Mpro,13.109999656677246,unknown
327,13.739999771118164,Mpro,13.109999656677246,unknown
328,13.739999771118164,Mpro,13.109999656677246,unknown
329,13.739999771118164,Mpro,13.109999656677246,unknown
330,12.607999801635742,Mpro,13.109999656677246,unknown
331,12.23799991607666,Mpro,13.109999656677246,unknown
332,11.505999565124512,Mpro,13.109999656677246,unknown
333,12.368000030517578,Mpro,13.109999656677246,unknown
334,13.739999771118164,Mpro,13.109999656677246,unknown
335,13.739999771118164,Mpro,13.109999656677246,unknown
336,13.739999771118164,Mpro,13.109999656677246,unknown
337,12.607999801635742,Mpro,13.109999656677246,unknown
338,12.595000267028809,Mpro,13.109999656677246,unknown
339,12.595000267028809,Mpro,13.109999656677246,unknown
340,12.595000267028809,Mpro,13.109999656677246,unknown
341,12.571999549865723,Mpro,13.109999656677246,unknown
342,12.383000373840332,Mpro,13.109999656677246,unknown
343,13.298999786376953,Mpro,13.109999656677246,unknown
344,13.298999786376953,Mpro,13.109999656677246,unknown
345,13.298999786376953,Mpro,13.109999656677246,unknown
346,12.595000267028809,Mpro,13.109999656677246,unknown
347,12.595000267028809,Mpro,13.109999656677246,unknown
348,12.595000267028809,Mpro,13.109999656677246,unknown
349,12.571999549865723,Mpro,13.109999656677246,unknown
350,12.043999671936035,Mpro,13.109999656677246,unknown
351,12.508000373840332,Mpro,13.109999656677246,unknown
352,13.298999786376953,Mpro,13.109999656677246,unknown
353,13.298999786376953,Mpro,13.109999656677246,unknown
354,13.298999786376953,Mpro,13.109999656677246,unknown
355,12.35200023651123,Mpro,13.109999656677246,unknown
356,12.595000267028809,Mpro,13.109999656677246,unknown
357,12.595000267028809,Mpro,13.109999656677246,unknown
358,12.595000267028809,Mpro,13.109999656677246,unknown
359,12.571999549865723,Mpro,13.109999656677246,unknown
360,12.118000030517578,Mpro,13.109999656677246,unknown
361,12.508000373840332,Mpro,13.109999656677246,unknown
362,13.298999786376953,Mpro,13.109999656677246,unknown
363,13.298999786376953,Mpro,13.109999656677246,unknown
364,13.298999786376953,Mpro,13.109999656677246,unknown
365,12.35200023651123,Mpro,13.109999656677246,unknown
366,12.5600004196167,Mpro,13.109999656677246,unknown
367,12.5600004196167,Mpro,13.109999656677246,unknown
368,12.5600004196167,Mpro,13.109999656677246,unknown
369,12.019000053405762,Mpro,13.109999656677246,unknown
370,12.118000030517578,Mpro,13.109999656677246,unknown
371,12.508000373840332,Mpro,13.109999656677246,unknown
372,12.508000373840332,Mpro,13.109999656677246,unknown
373,12.508000373840332,Mpro,13.109999656677246,unknown
374,12.35200023651123,Mpro,13.109999656677246,unknown
375,12.35200023651123,Mpro,13.109999656677246,unknown
376,13.944999694824219,Mpro,13.109999656677246,unknown
377,13.944999694824219,Mpro,13.109999656677246,unknown
378,13.944999694824219,Mpro,13.109999656677246,unknown
379,12.187999725341797,Mpro,13.109999656677246,unknown
380,11.67300033569336,Mpro,13.109999656677246,unknown
381,12.118000030517578,Mpro,13.109999656677246,unknown
382,12.196999549865723,Mpro,13.109999656677246,unknown
383,12.196999549865723,Mpro,13.109999656677246,unknown
384,12.196999549865723,Mpro,13.109999656677246,unknown
385,11.944999694824219,Mpro,13.109999656677246,unknown
386,13.03600025177002,Mpro,13.109999656677246,unknown
387,14.123000144958496,Mpro,13.109999656677246,unknown
388,14.123000144958496,Mpro,13.109999656677246,unknown
389,14.123000144958496,Mpro,13.109999656677246,unknown
390,13.944999694824219,Mpro,13.109999656677246,unknown
391,13.944999694824219,Mpro,13.109999656677246,unknown
392,13.944999694824219,Mpro,13.109999656677246,unknown
393,12.23799991607666,Mpro,13.109999656677246,unknown
394,11.67300033569336,Mpro,13.109999656677246,unknown
395,12.170999526977539,Mpro,13.109999656677246,unknown
396,12.170999526977539,Mpro,13.109999656677246,unknown
397,12.170999526977539,Mpro,13.109999656677246,unknown
398,11.654000282287598,Mpro,13.109999656677246,unknown
399,12.062000274658203,Mpro,13.109999656677246,unknown
400,13.116000175476074,Mpro,13.109999656677246,unknown
401,14.123000144958496,Mpro,13.109999656677246,unknown
402,14.123000144958496,Mpro,13.109999656677246,unknown
403,14.123000144958496,Mpro,13.109999656677246,unknown
404,13.944999694824219,Mpro,13.109999656677246,unknown
405,13.944999694824219,Mpro,13.109999656677246,unknown
406,13.944999694824219,Mpro,13.109999656677246,unknown
407,12.23799991607666,Mpro,13.109999656677246,unknown
408,11.84000015258789,Mpro,13.109999656677246,unknown
409,11.932000160217285,Mpro,13.109999656677246,unknown
410,11.932000160217285,Mpro,13.109999656677246,unknown
411,11.932000160217285,Mpro,13.109999656677246,unknown
412,11.574000358581543,Mpro,13.109999656677246,unknown
413,12.880999565124512,Mpro,13.109999656677246,unknown
414,12.880999565124512,Mpro,13.109999656677246,unknown
415,13.116000175476074,Mpro,13.109999656677246,unknown
416,14.123000144958496,Mpro,13.109999656677246,unknown
417,14.123000144958496,Mpro,13.109999656677246,unknown
418,14.123000144958496,Mpro,13.109999656677246,unknown
419,13.49899959564209,Mpro,13.109999656677246,unknown
420,13.49899959564209,Mpro,13.109999656677246,unknown
421,13.49899959564209,Mpro,13.109999656677246,unknown
422,12.23799991607666,Mpro,13.109999656677246,unknown
423,11.84000015258789,Mpro,13.109999656677246,unknown
424,11.932000160217285,Mpro,13.109999656677246,unknown
425,11.932000160217285,Mpro,13.109999656677246,unknown
426,11.932000160217285,Mpro,13.109999656677246,unknown
427,11.574000358581543,Mpro,13.109999656677246,unknown
428,12.404000282287598,Mpro,13.109999656677246,unknown
429,13.178000450134277,Mpro,13.109999656677246,unknown
430,13.621999740600586,Mpro,13.109999656677246,unknown
431,13.621999740600586,Mpro,13.109999656677246,unknown
432,13.621999740600586,Mpro,13.109999656677246,unknown
433,13.116000175476074,Mpro,13.109999656677246,unknown
434,12.685999870300293,Mpro,13.109999656677246,unknown
435,12.805999755859375,Mpro,13.109999656677246,unknown
436,12.805999755859375,Mpro,13.109999656677246,unknown
437,12.805999755859375,Mpro,13.109999656677246,unknown
438,11.84000015258789,Mpro,13.109999656677246,unknown
439,11.84000015258789,Mpro,13.109999656677246,unknown
440,11.932000160217285,Mpro,13.109999656677246,unknown
441,11.932000160217285,Mpro,13.109999656677246,unknown
442,11.932000160217285,Mpro,13.109999656677246,unknown
443,11.574000358581543,Mpro,13.109999656677246,unknown
444,12.404000282287598,Mpro,13.109999656677246,unknown
445,13.178000450134277,Mpro,13.109999656677246,unknown
446,13.621999740600586,Mpro,13.109999656677246,unknown
447,13.621999740600586,Mpro,13.109999656677246,unknown
448,13.621999740600586,Mpro,13.109999656677246,unknown
449,12.98900032043457,Mpro,13.109999656677246,unknown
450,12.03499984741211,Mpro,13.109999656677246,unknown
451,12.404000282287598,Mpro,13.109999656677246,unknown
452,13.178000450134277,Mpro,13.109999656677246,unknown
453,13.621999740600586,Mpro,13.109999656677246,unknown
454,13.621999740600586,Mpro,13.109999656677246,unknown
455,13.621999740600586,Mpro,13.109999656677246,unknown
456,12.579999923706055,Mpro,13.109999656677246,unknown
457,12.28499984741211,Mpro,13.109999656677246,unknown
458,12.28499984741211,Mpro,13.109999656677246,unknown
459,12.28499984741211,Mpro,13.109999656677246,unknown
460,12.109000205993652,Mpro,13.109999656677246,unknown
461,11.682999610900879,Mpro,13.109999656677246,unknown
462,12.116999626159668,Mpro,13.109999656677246,unknown
463,12.116999626159668,Mpro,13.109999656677246,unknown
464,12.116999626159668,Mpro,13.109999656677246,unknown
465,13.244000434875488,Mpro,13.109999656677246,unknown
466,13.277999877929688,Mpro,13.109999656677246,unknown
467,13.277999877929688,Mpro,13.109999656677246,unknown
468,13.277999877929688,Mpro,13.109999656677246,unknown
469,13.109999656677246,Mpro,13.109999656677246,unknown
470,11.503999710083008,Mpro,13.109999656677246,unknown
471,11.935999870300293,Mpro,13.109999656677246,unknown
472,11.935999870300293,Mpro,13.109999656677246,unknown
473,11.935999870300293,Mpro,13.109999656677246,unknown
474,11.920000076293945,Mpro,13.109999656677246,unknown
475,11.920000076293945,Mpro,13.109999656677246,unknown
476,11.920000076293945,Mpro,13.109999656677246,unknown
477,11.920000076293945,Mpro,13.109999656677246,unknown
478,11.920000076293945,Mpro,13.109999656677246,unknown
479,13.244000434875488,Mpro,13.109999656677246,unknown
480,13.277999877929688,Mpro,13.109999656677246,unknown
481,13.277999877929688,Mpro,13.109999656677246,unknown
482,13.277999877929688,Mpro,13.109999656677246,unknown
483,13.109999656677246,Mpro,13.109999656677246,unknown
484,11.848999977111816,Mpro,13.109999656677246,unknown
485,12.597000122070312,Mpro,13.109999656677246,unknown
486,12.652999877929688,Mpro,13.109999656677246,unknown
487,12.652999877929688,Mpro,13.109999656677246,unknown
488,12.652999877929688,Mpro,13.109999656677246,unknown
489,12.260000228881836,Mpro,13.109999656677246,unknown
490,12.414999961853027,Mpro,13.109999656677246,unknown
491,12.529999732971191,Mpro,13.109999656677246,unknown
492,12.529999732971191,Mpro,13.109999656677246,unknown
493,13.244000434875488,Mpro,13.109999656677246,unknown
494,13.277999877929688,Mpro,13.109999656677246,unknown
495,13.277999877929688,Mpro,13.109999656677246,unknown
496,13.277999877929688,Mpro,13.109999656677246,unknown
497,13.109999656677246,Mpro,13.109999656677246,unknown
498,11.848999977111816,Mpro,13.109999656677246,unknown
499,12.597000122070312,Mpro,13.109999656677246,unknown
500,12.652999877929688,Mpro,13.109999656677246,unknown
501,12.652999877929688,Mpro,13.109999656677246,unknown
502,12.652999877929688,Mpro,13.109999656677246,unknown
503,12.260000228881836,Mpro,13.109999656677246,unknown
504,12.414999961853027,Mpro,13.109999656677246,unknown
505,12.529999732971191,Mpro,13.109999656677246,unknown
506,12.529999732971191,Mpro,13.109999656677246,unknown
507,12.529999732971191,Mpro,13.109999656677246,unknown
508,11.946999549865723,Mpro,13.109999656677246,unknown
509,11.593999862670898,Mpro,13.109999656677246,unknown
510,11.593999862670898,Mpro,13.109999656677246,unknown
511,11.593999862670898,Mpro,13.109999656677246,unknown
512,11.848999977111816,Mpro,13.109999656677246,unknown
513,12.597000122070312,Mpro,13.109999656677246,unknown
514,12.652999877929688,Mpro,13.109999656677246,unknown
515,12.652999877929688,Mpro,13.109999656677246,unknown
516,12.652999877929688,Mpro,13.109999656677246,unknown
